site_id,site_name,tenant,phase1_kwh,phase2_kwh,phase3_kwh,total_kwh
1415,Nkawkaw,Airtel,430.5,436.3,445.2,1312
1416,"Odumasi Krobo",Airtel,554.9,1103.5,0,1658.4
1421,Akrade,Airtel,6.1000000000004,871,710.9,1588
1423,Okorase,Airtel,111.5,113,109.9,334.4
1433,Atibie,Airtel,295.6,289.7,262.7,848
1435,"Suhum Ayekotse",Airtel,649.7,739.2,620.9,2009.8
1436,Kukurantumi,Airtel,433.5,1006.6,0,1440.1
1442,"Abomosu Kwabeng",Airtel,551.1,265.6,285.2,1101.9
1454,"Kwahu Nkwatia",Airtel,653.6,312,0,965.6
1468,Kwabeng,Airtel,634.6,5.1,657.8,1297.5
1469,"Abrewa Nkwanta/New Kotec",Airtel,815,775.2,0,1590.2
1545,Paga,Airtel,6887.9,679.5,0,7567.4
1546,"Wa UDS",Airtel,167,1086.2,382.6,1635.8
1556,"Bolgatanga Zaare",Airtel,1115.9,82.9,84.3,1283.1
1564,Pusiga,Airtel,389.8,404.1,406.1,1200
1599,"Dobile (Wa Ii)",Airtel,679.3,0,723.9,1403.2
1611,Akwatia,Airtel,1241.1,0,599.3,1840.4
1645,Denu,Airtel,464.9,442.9,476.1,1383.9
1646,Anloga,Airtel,0,667.5,623.7,1291.2
1733,"Jeway Wharf",Airtel,5386.6,-1407.6,-2442.9,1536.1
1747,"Tanokrom East",Airtel,604.6,1254.1,0,1858.7
1785,Ahenfie,Airtel,543,575.6,574.6,1693.2
1801,"Santase Roundabout",Airtel,596.2,598.3,920.5,2115
1803,Kotei,Airtel,618.2,0,865.2,1483.4
1810,"Adenkwame (Barekese)",Airtel,300.6,282.6,296.8,880
1821,"Pakyi No 2 ",Airtel,138,139.6,137.3,414.9
1822,Jacobu,Airtel,329.4,318.7,310,958.1
1826,"Mbre Adane",Airtel,532,270.5,333.1,1135.6
1827,Kwantwima,Airtel,0,180.4,164.5,344.9
1840,"K-Line - Asawasi (Royal)",Airtel,622.8,635,613.4,1871.2
1841,"Kumasi Ashtown",Airtel,0,862.2,927.6,1789.8
1848,"Suame Roundabout",Airtel,220.7,430.6,1172.4,1823.7
1852,"Esreso Kotoku",Airtel,475.5,228,216.1,919.6
1859,"Manso Adubia",Airtel,461.9,414,425.1,1301
1862,"Anwia Nkwanta",Airtel,602.6,0,195.3,797.9
1899,Nkasiem,Airtel,364.3,0,344,708.3
1901,"Teshie Aboma",Airtel,544.3,548.8,579.8,1672.9
1904,"West Dome ",Airtel,0,0,1840.6,1840.6
1906,Sukura,Airtel,0,692.4,1022.2,1714.6
1907,"Pentecost Junction (Ablekuma I",Airtel,42.7,2.8,1595.4,1640.9
1908,"Teshie Township",Airtel,24.4,22.1,25.3,71.8
1910,Chantan,Airtel,0,633,1962.9,2595.9
1921,"Abensu (Pokuase)",Airtel,517.1,0.1,1015,1532.2
1923,"Teshie Tsui Bleoo li (Alloway)",Airtel,16.3,1150.8,636.4,1803.5
1926,"Ashiaman Night Market",Airtel,2222,0,0,2222
1940,"Dome li (Asafo Adjei)",Airtel,543.6,519.8,0,1063.4
1941,"Nungua Adorgon",Airtel,814.1,17.2,761.5,1592.8
1942,Anyaa,Airtel,554.9,554.5,570.6,1680
1944,"Russia Ii",Airtel,583.4,1226.2,682.9,2492.5
1948,"New Sebrepor",Airtel,7186.8,75.6,96.5,7358.9
1956,"Anyaa  Nic Down",Airtel,106.4,104.4,106,316.8
1965,"Kasoa Ii/Iron City",Airtel,860.1,0,900,1760.1
1969,"Nima Market/Nima Research",Airtel,629.5,698.6,650.4,1978.5
3202,Yamfo,Airtel,136.3,260.4,259.2,655.9
