site_id,site_name,tenant,phase1_kwh,phase2_kwh,phase3_kwh,total_kwh
1182,"Lartebiokorshie Brigade",Vodafone,1102.3,0,0,1102.3
1188,"Nautical College",Vodafone,674.3,0,0,674.3
1193,"Pokuase Hill",Vodafone,1922.6,0,0,1922.6
1194,"Saint Anthony School",Vodafone,1735.4,0,0,1735.4
1196,"Sapeiman ",Vodafone,849.7,0,0,849.7
1219,Mampong,Vodafone,1307.4,0,0,1307.4
1225,Mampongten,Vodafone,1156.7,0,0,1156.7
1228,Juabeng,Vodafone,859.6,0,0,859.6
1236,"Ofori Stadium",Vodafone,986.7,2204.5,-23.7,3167.5
1238,Konongo,Vodafone,812.9,0,0,812.9
1249,Nsuta,Vodafone,864.8,0,0,864.8
1250,Abofour,Vodafone,717.5,0,0,717.5
1261,"New Edubiase",Vodafone,1524.3,0,0,1524.3
1282,"Kumasi Poly",Vodafone,214.7,211.1,218.6,644.4
1296,Sekyidumase,Vodafone,741.4,0,0,741.4
1298," Asante Akropong",Vodafone,446.5,0,0,446.5
1303,Kwesimintim,Vodafone,386.2,378.1,356.5,1120.8
1313,"Tarkwa New",Vodafone,-29362.3,0,0,-29362.3
1320,Jukwa,Vodafone,798.1,0,0,798.1
1344,"Assin Sibenso",Vodafone,758.1,0,0,758.1
1348,"Huni Valley",Vodafone,-11852.6,0,0,-11852.6
1349,Inchaban,Vodafone,431,433.7,366.5,1231.2
1351,"Sefwi Bekwai",Vodafone,610.1,0,0,610.1
1355,Nsuayem,Vodafone,761.9,0,0,761.9
1358,Bobikuma,Vodafone,902.9,0,0,902.9
1369,Ayanfuri,Vodafone,807.5,0,0,807.5
1372,Mpohor,Vodafone,728.7,0,0,728.7
1377,Diaso,Vodafone,774.8,0,0,774.8
1378,"Sefwi Asafo",Vodafone,675.8,0,0,675.8
1391,"Habour (T Di)",Vodafone,670.5,694.9,700.3,2065.7
1392,Bawdie,Vodafone,384.1,385,335.5,1104.6
1404,Suhum,Vodafone,856.2,0,0,856.2
1405,Akosombo,Vodafone,894.8,627.7,315.7,1838.2
1409,Osino,Vodafone,855.3,0,0,855.3
1413,Anyinam,Vodafone,546,5,270.4,821.4
1414,Asafo,Vodafone,1034.5,0,0,1034.5
1420,"Akim Awisa",Vodafone,689,0,0,689
1423,Okorase,Vodafone,237.5,0,0,237.5
1432,"Koforidua Gallaway",Vodafone,1182.7,0,0,1182.7
1434,"Koforidua Newtown",Vodafone,1764.6,0,0,1764.6
1435,"Suhum Ayekotse",Vodafone,677.6,0,0,677.6
1438,Adweso,Vodafone,1145.3,0,0,1145.3
1448,"Kwahu Asakraka",Vodafone,0,0,799,799
1455,Tease,Vodafone,726.2,0,0,726.2
1459,"Ekye Amanfrom",Vodafone,862.1,0,0,862.1
1504,"Wa New",Vodafone,540.5,550.5,499.4,1590.4
1516,Walewale,Vodafone,295.8,0,0,295.8
1534,Gambaga,Vodafone,733.8,0,0,733.8
1543,"Bolga Township",Vodafone,1696,0,0,1696
1556,"Bolgatanga Zaare",Vodafone,838.6,25.2,789.1,1652.9
1566,Fellimong,Vodafone,163.2,302.2,166.5,631.9
1591,"Nalerigu 1",Vodafone,1370.2,0,0,1370.2
1594,"Tishigu (Tamale Town Center)",Vodafone,371,442.8,452.4,1266.2
1599,"Dobile (Wa Ii)",Vodafone,1485.6,0,0,1485.6
1614,"Ho Tsikpotar",Vodafone,855.7,0,0,855.7
1616,Abutia,Vodafone,887.4,0,0,887.4
1620,"Dabala Junction",Vodafone,669.2,0,0,669.2
1643,Peki,Vodafone,403.4,174.2,164.3,741.9
1652,Abor,Vodafone,1032.7,0,0,1032.7
1714,Abura,Vodafone,1201.2,0,0,1201.2
1715,"Adum Banso",Vodafone,0,0,0,0
1726,Bedum,Vodafone,1194.6,0,0,1194.6
1730,Effaso,Vodafone,64.1,64.3,59.1,187.5
1733,"Jeway Wharf",Vodafone,67.7,68.4,81,217.1
1736,Nsawura,Vodafone,646.3,0,0,646.3
1737,"Adiembra Ii (Fijai West)",Vodafone,1630.2,0,0,1630.2
1746,"Wassa Akropong",Vodafone,1326.3,0,0,1326.3
1747,"Tanokrom East",Vodafone,0.6,0,1723.8,1724.4
1754,"Topp/Kwanyaako ",Vodafone,931.1,0,0,931.1
1755,Odobeng,Vodafone,0,0,965.8,965.8
1760,Essuehyia,Vodafone,946,0,0,946
1761,"Benso (Wassa Agyakaa Manso)",Vodafone,398.9,411.6,349.4,1159.9
1800,Denkyemuoso,Vodafone,1701.7,0,0,1701.7
1801,"Santase Roundabout",Vodafone,1657.3,0,0,1657.3
1804,"Airport Roundabout",Vodafone,170.6,169.1,168.2,507.9
1810,"Adenkwame (Barekese)",Vodafone,75.4,607.1,0,682.5
1811,"Tutuka Aboagyekrom",Vodafone,1113.1,0,0,1113.1
1820,Dadieso,Vodafone,926.9,0,0,926.9
1846,"Roman Hill",Vodafone,1581.8,0,0,1581.8
1849,Apatrapa,Vodafone,1090.8,0,0,1090.8
1851,"Atwima Koforidua (Abuakwa 2)",Vodafone,818.4,0,0,818.4
1856,"Asafo Market",Vodafone,0,0,0,0
1858,"Bogobiri(Govhill Ii)",Vodafone,592.8,0,0,592.8
1859,"Manso Adubia",Vodafone,906.9,0,0,906.9
1865,Jachie,Vodafone,692.1,0,0,692.1
1869,Boanim,Vodafone,808.3,0,0,808.3
1871,Kotwi,Vodafone,1382,0,0,1382
1899,Nkasiem,Vodafone,708.4,0,0,708.4
1901,"Teshie Aboma",Vodafone,302.7,307.2,308.3,918.2
1905,Kokomlemle,Vodafone,763.8,776.7,0,1540.5
1910,Chantan,Vodafone,1607.1,0,0,1607.1
1917,Nyigbenya,Vodafone,1041.3,0,0,1041.3
1919,Gimpa,Vodafone,0,0,973.3,973.3
1921,"Abensu (Pokuase)",Vodafone,858.3,0,0,858.3
1924,"Adenta East",Vodafone,526.4,536.2,528.8,1591.4
1932,"Labadi Nativity",Vodafone,683.6,0,0,683.6
1941,"Nungua Adorgon",Vodafone,1041.5,0,0,1041.5
1944,"Russia Ii",Vodafone,1059.3,0,0,1059.3
1956,"Anyaa  Nic Down",Vodafone,242.1,0,0,242.1
3202,Yamfo,Vodafone,458.9,0,0,458.9
3203,Nkrankwanta,Vodafone,873.3,0,0,873.3
3220,"Ashtown Ii/ Ashtown Ahenboboan",Vodafone,587.6,586.3,554.6,1728.5
3280,"Workers College(B/N Adum And Abo",Vodafone,1597.3,0,0,1597.3
3504,"Waii/ Kabanye",Vodafone,445.1,440.1,395.8,1281
