site_id,site_name,tenant,phase1_kwh,phase2_kwh,phase3_kwh,total_kwh
1220,Ayeduase,Tigo,14.200000000001,2.9000000000001,13.799999999999,30.9
1261,"New Edubiase",Tigo,8.5,8.5999999999999,6.6000000000001,23.7
1349,Inchaban,Tigo,12,9.3999999999978,6.3999999999996,27.799999999997
1614,"Ho Tsikpotar",Tigo,2.5,1.5,2.6000000000004,6.6000000000004
1726,Bedum,Tigo,4.6999999999998,0,9.3999999999996,14.099999999999
1804,"Airport Roundabout",Tigo,9.3999999999996,8.5,8,25.9
1941,"Nungua Adorgon",Tigo,15.8,11.6,13.8,41.2
1036,Adenta,Tigo,18.6,22.099999999999,6.6999999999998,47.399999999999
1090,Afienya,Tigo,6.8999999999996,8.2000000000007,3.3000000000002,18.400000000001
1139,Dawhenya,Tigo,13,7.2000000000007,3,23.200000000001
1140,"48 Engineering Regiment",Tigo,8.6999999999998,3,3.0999999999999,14.8
1163,Dome,Tigo,33.700000000001,0,4.4000000000005,38.100000000001
1196,"Sapeiman ",Tigo,10.799999999999,7.6000000000022,5.2999999999993,23.700000000001
1219,Mampong,Tigo,7.9000000000001,7.6999999999998,17.1,32.7
1283,"Kumasi Stadium",Tigo,17.300000000003,29.300000000003,14.600000000002,61.200000000008
1348,"Huni Valley",Tigo,9.8000000000001,14.5,7.6,31.9
1378,"Sefwi Asafo",Tigo,4.9000000000001,0,12.1,17
1421,Akrade,Tigo,1.5999999999995,4.8999999999996,1.5,7.9999999999991
1616,Abutia,Tigo,3.1999999999998,5.8999999999996,3.4000000000001,12.5
1802,Apere,Tigo,10.199999999999,2.9000000000015,12.200000000001,25.300000000001
1849,Apatrapa,Tigo,11,9.2999999999993,6,26.299999999999
1944,"Russia Ii",Tigo,12.9,8.0999999999999,23.7,44.7
1089,Dodowa,Tigo,3.9000000000015,28.599999999999,18.299999999999,50.799999999999
1155,"Comet Estates",Tigo,3.1999999999998,13.5,2.3,19
1168,"Adjei Kojo Main",Tigo,17.9,21.199999999999,15,54.099999999999
1175,"Dansoman Exhibition",Tigo,10.2,8.5999999999999,11.2,30
1351,"Sefwi Bekwai",Tigo,9.6999999999998,5.8999999999999,0,15.6
1433,Atibie,Tigo,14.5,3.8999999999996,5.3999999999996,23.799999999999
1534,Gambaga,Tigo,1.8000000000002,12.099999999999,4.9000000000001,18.799999999999
1591,"Nalerigu 1",Tigo,3.6000000000004,0.70000000000005,5.4000000000005,9.700000000001
1594,"Tishigu (Tamale Town Center)",Tigo,0,9.2,24.8,34
1152,Sakora,Tigo,16.300000000003,10.400000000001,16.5,43.200000000004
1282,"Kumasi Poly",Tigo,3.6999999999998,1.3,5,9.9999999999998
1372,Mpohor,Tigo,7.7,5.9,5.9,19.5
1383,"Pipe Ano",Tigo,5.2000000000007,15.2,2.7000000000007,23.100000000001
1446,"Kwahu Oboo",Tigo,3.6999999999998,4.1999999999998,3.9000000000005,11.8
1843,"Adum Pampaso",Tigo,10.200000000001,20.300000000001,9.7999999999993,40.300000000001
1063,"Taifa ",Tigo,5.5,19.1,15.4,40
1123,"Ashiaman Zenu",Tigo,6,6.8000000000002,4.6999999999998,17.5
1147,Southablekuma,Tigo,0,0,0,0
1236,"Ofori Stadium",Tigo,11.7,24.6,23.3,59.600000000001
1369,Ayanfuri,Tigo,11,4.6000000000004,2.1000000000004,17.700000000001
1379,Fijai,Tigo,14.900000000001,19.2,13.8,47.900000000001
1546,"Wa UDS",Tigo,10.3,20.099999999999,14.400000000001,44.8
1566,Fellimong,Tigo,4.5,4.5,2,11
1858,"Bogobiri(Govhill Ii)",Tigo,15.800000000001,7.1999999999998,5.3999999999996,28.400000000001
1088,Ada,Tigo,0.5,4.5,13.9,18.9
1180,"Nungua Brigade",Tigo,8.4000000000001,15.1,3.0999999999995,26.599999999999
1193,"Pokuase Hill",Tigo,22.200000000001,12.900000000001,12.899999999998,48
1202,Abuakwa,Tigo,3.0999999999999,15.1,33.299999999999,51.5
1225,Mampongten,Tigo,4.6000000000004,14.299999999999,17.600000000002,36.500000000002
1286,"Atonso Agogo",Tigo,13.1,7.7999999999956,3.3000000000002,24.199999999996
1305,"Tdi East",Tigo,7.3,8.3,9,24.6
1455,Tease,Tigo,9.5,4.2000000000003,2.9000000000001,16.6
1562,Chiana,Tigo,6.3000000000002,8.1999999999998,6.3000000000002,20.8
1652,Abor,Tigo,3.4000000000005,3,1.7000000000003,8.1000000000008
1760,Essuehyia,Tigo,4.4000000000015,4.7000000000007,2,11.100000000002
1862,"Anwia Nkwanta",Tigo,11.5,6.5,4.5999999999999,22.6
1046,"Adenta Barrier",Tigo,24,13,8.2999999999993,45.299999999999
1131,"Agyen Kotoku",Tigo,9.8000000000002,13.3,8.8999999999996,32
1274,Breman,Tigo,31.599999999999,23.200000000001,9.4000000000005,64.2
1304,Sekondi,Tigo,8.5,5.9,8.3,22.7
1319,Apowa,Tigo,16.300000000003,18.099999999999,0,34.400000000001
1738,"Osei Kojokrom",Tigo,4,2,5.6999999999998,11.7
1746,"Wassa Akropong",Tigo,0,6.9000000000001,9.5,16.4
1841,"Kumasi Ashtown",Tigo,5.2,11.7,19.900000000001,36.800000000001
1852,"Esreso Kotoku",Tigo,8.8999999999996,12.799999999999,2.5,24.199999999999
1921,"Abensu (Pokuase)",Tigo,0,5.1000000000004,5.1999999999998,10.3
1064,Kwashiman,Tigo,4.9,3.8,12.7,21.4
1102,"Ashiaman Market",Tigo,28.100000000002,8.0999999999985,6.9000000000015,43.100000000002
1160,"Nima Roundabout",Tigo,9.6999999999998,31.099999999999,6.5,47.299999999998
1215,Daban,Tigo,8.6000000000004,5.5,21.099999999999,35.199999999999
1249,Nsuta,Tigo,4.0999999999999,7.6000000000004,12.2,23.9
1298," Asante Akropong",Tigo,8.5,25.700000000001,10.700000000001,44.900000000001
1513,Dairi,Tigo,6.5,2.8,4.2,13.5
1543,"Bolga Township",Tigo,0.40000000000003,21.2,10.6,32.2
1871,Kotwi,Tigo,4.7000000000007,5.2999999999993,7.8999999999996,17.9
1905,Kokomlemle,Tigo,15.6,2.6000000000001,14,32.2
1932,"Labadi Nativity",Tigo,4,4.9,24.4,33.3
1965,"Kasoa Ii/Iron City",Tigo,6.8,14.5,0,21.3
1042,Ashongman,Tigo,12.200000000001,6.3000000000011,8.6000000000004,27.100000000002
1222,Asokwa,Tigo,12.8,5.3000000000002,5.2999999999993,23.4
1362,Adiembra,Tigo,7.0999999999999,23.300000000001,5.8999999999996,36.300000000001
1402,Aburi,Tigo,24.400000000001,12.700000000001,0.30000000000109,37.400000000003
1435,"Suhum Ayekotse",Tigo,11.599999999999,10.700000000001,14.699999999997,36.999999999996
1564,Pusiga,Tigo,6.8999999999996,7.1000000000004,5.2000000000007,19.200000000001
1729,"Damang Li (Damang Capacity)",Tigo,5.5,2,2.1,9.6
1785,Ahenfie,Tigo,17.799999999999,0,10.600000000002,28.400000000001
1926,"Ashiaman Night Market",Tigo,10.800000000001,13.5,19.700000000001,44.000000000002
1018,Madina,Tigo,46.299999999999,19.1,2.4000000000001,67.8
1096,Abofu,Tigo,13.900000000001,8,7.3999999999996,29.300000000001
1098,"Akoko Foto",Tigo,14.9,20.3,8.6000000000001,43.8
1104,Fadama,Tigo,16.4,19.6,3.8,39.8
1177,"Gbawe Bulemin",Tigo,26.9,10.6,5.3999999999996,42.899999999999
1276,Krofrom,Tigo,13.5,37.5,0.4,51.4
1335,"Tarkwa Abooso",Tigo,8,20.8,4.3,33.1
1342,Essikuma,Tigo,2.4000000000001,17.299999999999,6.2999999999993,25.999999999999
1415,Nkawkaw,Tigo,5,7,18.099999999999,30.099999999999
1431,"Akosombo Repeater",Tigo,1.6000000000004,2.5,0.40000000000009,4.5000000000005
1607,"Ho Stadium",Tigo,12.799999999999,6.8999999999996,6.1999999999998,25.899999999999
1646,Anloga,Tigo,7,12.1,6.9000000000005,26
1708,"Kojokrom Ii (Ahen Kofi)",Tigo,14.200000000001,9.1999999999989,9.4000000000015,32.800000000001
1714,Abura,Tigo,8.8999999999996,5.0999999999995,4.4000000000005,18.4
1810,"Adenkwame (Barekese)",Tigo,3.5999999999995,4.3000000000002,3.3000000000002,11.2
3203,Nkrankwanta,Tigo,5.9000000000005,5.5,2.7999999999997,14.2
1103,Chemu,Tigo,8.0999999999999,16.3,2.5,26.9
1156,"Dansoman Ageege",Tigo,23.1,30.8,5.5999999999999,59.5
1188,"Nautical College",Tigo,5.1,9.4,15.3,29.8
1291,Tanoso,Tigo,17,7.5,2.6999999999998,27.2
1303,Kwesimintim,Tigo,6.7000000000003,15.4,6.1999999999998,28.3
1341,"Twifo Praso",Tigo,5.1000000000004,5.6999999999989,18,28.799999999999
1416,"Odumasi Krobo",Tigo,15.900000000001,5.6000000000004,5.5999999999995,27.100000000001
1645,Denu,Tigo,9,12.200000000001,10,31.200000000001
1737,"Adiembra Ii (Fijai West)",Tigo,12.5,8.5,6,27
1827,Kwantwima,Tigo,0,0,0,0
1917,Nyigbenya,Tigo,5.3000000000011,4.8000000000002,2.7999999999993,12.900000000001
3504,"Waii/ Kabanye",Tigo,0.70000000000002,8.3999999999996,3.8999999999996,12.999999999999
1092,"Teshie Tsui Bleoo",Tigo,5.1000000000001,13.799999999999,36.200000000001,55.1
1099,Jamestown,Tigo,13.3,9.9000000000001,4.5999999999999,27.8
1141,"Achimota Golf Course",Tigo,22.5,3.2,13.1,38.8
1146,"Korle Gonno",Tigo,5.0999999999999,14.7,8.2,28
1153,Okponglo,Tigo,7.8000000000002,8,16.700000000001,32.500000000001
1182,"Lartebiokorshie Brigade",Tigo,15.2,14.7,1,30.9
1238,Konongo,Tigo,10.300000000001,27.599999999999,13.4,51.299999999999
1296,Sekyidumase,Tigo,8.8999999999996,2.3999999999996,2.3000000000002,13.599999999999
1504,"Wa New",Tigo,21.5,6.3000000000002,8.6999999999998,36.5
1539,Salaga,Tigo,0,0,0,0
1654,Have,Tigo,6.1000000000004,2,2.8000000000002,10.900000000001
1820,Dadieso,Tigo,3.5999999999999,5.1000000000004,3.5,12.2
1094,"North Industrial Area",Tigo,18.1,15.6,12.8,46.5
1107,Katamanto,Tigo,3.1,13.3,13.1,29.5
1110,Nima,Tigo,17.200000000001,15.6,6.7000000000003,39.500000000001
1355,Nsuayem,Tigo,10.6,4,4.2,18.8
1391,"Habour (T Di)",Tigo,21.699999999997,2.6000000000004,8.0999999999985,32.399999999996
1436,Kukurantumi,Tigo,9.2000000000007,18,2,29.200000000001
1448,"Kwahu Asakraka",Tigo,4.7999999999993,4.6999999999998,2.9000000000001,12.399999999999
1735,Mpataba,Tigo,5.6999999999999,5.1999999999999,5.5999999999999,16.5
1742,Simpa,Tigo,8.5,3.3000000000002,4.0999999999995,15.9
1753,Eyisam,Tigo,3.5,2.3999999999996,7.3000000000002,13.2
1800,Denkyemuoso,Tigo,33.8,6.7,9,49.5
1822,Jacobu,Tigo,10.2,4.2,7,21.4
1869,Boanim,Tigo,2.5,17.4,2.6,22.5
1923,"Teshie Tsui Bleoo li (Alloway)",Tigo,9.0999999999999,9.0999999999999,14.900000000001,33.1
3280,"Workers College(B/N Adum And Abo",Tigo,5.5999999999995,6.8999999999996,2.6999999999998,15.199999999999
1043,Amasaman,Tigo,13.9,5.1000000000004,5.3999999999996,24.4
1082,Laterbiokoshie,Tigo,5.2,5,10.3,20.5
1100,Alajo,Tigo,29.300000000001,27.6,12.2,69.100000000001
1138,"Nungua Fertilizer (Estate)",Tigo,10.3,16.8,8.8000000000001,35.9
1166,"Achimota Market",Tigo,18.5,8.1000000000004,5.1999999999998,31.8
1247,Goaso,Tigo,11.5,15.3,0,26.8
1454,"Kwahu Nkwatia",Tigo,2.5,5.3000000000002,5.3000000000002,13.1
1531,Savelugu,Tigo,6.1000000000004,6.6999999999998,6.9000000000001,19.7
1908,"Teshie Township",Tigo,12.4,7.5,12,31.9
1963,"Shiabu (Glefe li)",Tigo,18.9,4.8,7.1,30.8
1120,"Atomic Junction",Tigo,26.400000000001,6.0999999999999,9.0999999999995,41.600000000001
1145,Community12,Tigo,0,0,0,0
1199,"Kasoa Amanfro",Tigo,9.9000000000001,17,6.9000000000001,33.8
1208,Santase,Tigo,6.8000000000002,19.6,18.699999999999,45.099999999999
1285,Ahodwo,Tigo,22.099999999999,7.3000000000002,12.900000000001,42.3
1358,Bobikuma,Tigo,8.1999999999998,19.9,6.3000000000002,34.4
1377,Diaso,Tigo,11,4.6000000000001,0,15.6
1410,"Mpraeso New",Tigo,14.700000000001,16.099999999999,21.099999999999,51.9
1469,"Abrewa Nkwanta/New Kotec",Tigo,9.5,19,0,28.5
1555,"Wa Air Strip",Tigo,10.9,0,0,10.9
1736,Nsawura,Tigo,0.19999999999982,10.3,2.8000000000002,13.3
1761,"Benso (Wassa Agyakaa Manso)",Tigo,4.5,6.5,0,11
1826,"Mbre Adane",Tigo,29,6.2000000000007,9.9000000000015,45.100000000002
1832,Sepaase,Tigo,5.9,3.6,3.2,12.7
1114,"Taifa Burkina",Tigo,18,4.1999999999998,10.3,32.5
1142,"Community 3",Tigo,6.0999999999999,6.5,10.6,23.2
1313,"Tarkwa New",Tigo,26,44,5.4000000000001,75.4
1388,Esipong,Tigo,11.199999999997,7.5999999999985,11.700000000001,30.499999999996
1404,Suhum,Tigo,16.199999999999,4.8,19.099999999999,40.099999999997
1405,Akosombo,Tigo,18.9,11.099999999999,0,29.999999999999
1556,"Bolgatanga Zaare",Tigo,0,0,0,0
1904,"West Dome ",Tigo,6.7999999999993,7.2999999999993,18.799999999999,32.899999999998
1940,"Dome li (Asafo Adjei)",Tigo,22.5,15.900000000001,8.5,46.900000000001
3220,"Ashtown Ii/ Ashtown Ahenboboan",Tigo,3.6999999999998,0.30000000000001,7.6000000000004,11.6
1136,"Community 19 ",Tigo,16.8,5.1,9.9,31.8
1164,"Achimota Newtown",Tigo,12.400000000001,5.5,12.599999999999,30.5
1184,"Mamprobi Salvation",Tigo,5.8999999999999,8.3,24.799999999999,38.999999999999
1203,Oduom,Tigo,20.099999999999,0.69999999999982,3.9000000000005,24.699999999999
1250,Abofour,Tigo,7.6000000000004,9.6000000000004,11.299999999999,28.5
1344,"Assin Sibenso",Tigo,7.5,2.6,2.6999999999999,12.8
1459,"Ekye Amanfrom",Tigo,2.2999999999997,2.4000000000001,4.8000000000002,9.5
1516,Walewale,Tigo,4.3000000000002,9.5999999999985,3.9000000000005,17.799999999999
1611,Akwatia,Tigo,23,0,13.6,36.6
1747,"Tanokrom East",Tigo,22.400000000001,5.2999999999993,7,34.700000000001
1848,"Suame Roundabout",Tigo,6.2000000000007,15.700000000001,34.399999999998,56.299999999999
1865,Jachie,Tigo,7.4000000000001,7.3,3.9,18.6
1948,"New Sebrepor",Tigo,9.8,8.3,8.4,26.5
1032,Ashiaman,Tigo,15.1,8.8999999999996,20.899999999994,44.899999999994
1174,"Community Twenty Two",Tigo,12,7.7999999999993,8.1000000000004,27.9
1204,"Tafo             ",Tigo,24.700000000001,8.1999999999989,28,60.9
1343,"Supomu Dunkwa",Tigo,6,7.6000000000004,15.800000000001,29.400000000001
1715,"Adum Banso",Tigo,0,0,0,0
1755,Odobeng,Tigo,9.5999999999995,0.7,3.5999999999999,13.899999999999
1840,"K-Line - Asawasi (Royal)",Tigo,7.7999999999993,5.4000000000015,7.8999999999996,21.1
1920,Kutunse,Tigo,12.299999999999,7.8999999999996,13.199999999999,33.399999999998
1014,"Nmai Dzorn",Tigo,7.6999999999998,21.599999999999,5.5,34.799999999998
1038,Aviation,Tigo,12.1,18.8,19,49.9
1194,"Saint Anthony School",Tigo,0,16.3,15.2,31.5
1231,Offinso,Tigo,14.4,20.8,11.8,47
1327,Anomabo,Tigo,2220,5597.6,1576.7,9394.3
1373,Nkroful,Tigo,13.2,3.4000000000001,3.4,20
1408,Jejeti,Tigo,3.3000000000002,9.6000000000004,7.3999999999996,20.3
1420,"Akim Awisa",Tigo,3.8999999999996,10.200000000001,0,14.1
1438,Adweso,Tigo,0.59999999999945,0,1.1000000000022,1.7000000000016
1468,Kwabeng,Tigo,8,2.2999999999997,2.4000000000001,12.7
1542,Pwalugu,Tigo,0,0.80000000000018,18.600000000002,19.400000000002
1733,"Jeway Wharf",Tigo,0,4.8,4.3,9.1
1754,"Topp/Kwanyaako ",Tigo,3.7999999999997,3.8000000000002,4.2000000000003,11.8
1803,Kotei,Tigo,10.2,9.3000000000002,9.3999999999996,28.9
1846,"Roman Hill",Tigo,11.700000000001,6,25.700000000001,43.400000000001
1859,"Manso Adubia",Tigo,4.3999999999996,2.6000000000004,5.8000000000002,12.8
1968,"Mile 7",Tigo,16.700000000001,3,7.8999999999996,27.6
